person_name,img_name,gcp_path,img_path
Alexander_Losyukov,Alexander_Losyukov_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Alexander_Losyukov/Alexander_Losyukov_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Alexander_Losyukov/Alexander_Losyukov_0003.jpg
Alexandra_Vodjanikova,Alexandra_Vodjanikova_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Alexandra_Vodjanikova/Alexandra_Vodjanikova_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Alexandra_Vodjanikova/Alexandra_Vodjanikova_0002.jpg
Ali_Abbas,Ali_Abbas_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ali_Abbas/Ali_Abbas_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ali_Abbas/Ali_Abbas_0002.jpg
Alicia_Silverstone,Alicia_Silverstone_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Alicia_Silverstone/Alicia_Silverstone_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Alicia_Silverstone/Alicia_Silverstone_0002.jpg
Allyson_Felix,Allyson_Felix_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Allyson_Felix/Allyson_Felix_0005.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Allyson_Felix/Allyson_Felix_0005.jpg
Alvaro_Noboa,Alvaro_Noboa_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Alvaro_Noboa/Alvaro_Noboa_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Alvaro_Noboa/Alvaro_Noboa_0002.jpg
Alvaro_Uribe,Alvaro_Uribe_0033.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Alvaro_Uribe/Alvaro_Uribe_0033.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Alvaro_Uribe/Alvaro_Uribe_0033.jpg
Ana_Guevara,Ana_Guevara_0006.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ana_Guevara/Ana_Guevara_0006.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ana_Guevara/Ana_Guevara_0006.jpg
Anders_Fogh_Rasmussen,Anders_Fogh_Rasmussen_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.jpg
Andrew_Niccol,Andrew_Niccol_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Andrew_Niccol/Andrew_Niccol_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Andrew_Niccol/Andrew_Niccol_0001.jpg
Angela_Bassett,Angela_Bassett_0006.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Angela_Bassett/Angela_Bassett_0006.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Merkel,Angela_Merkel_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Angela_Merkel/Angela_Merkel_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Angela_Merkel/Angela_Merkel_0004.jpg
Anthony_Hopkins,Anthony_Hopkins_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Anthony_Hopkins/Anthony_Hopkins_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Anthony_Hopkins/Anthony_Hopkins_0002.jpg
Anthony_LaPaglia,Anthony_LaPaglia_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Anthony_LaPaglia/Anthony_LaPaglia_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Anthony_LaPaglia/Anthony_LaPaglia_0002.jpg
Anwar_Ibrahim,Anwar_Ibrahim_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg
Ari_Fleischer,Ari_Fleischer_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ari_Fleischer/Ari_Fleischer_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ari_Fleischer/Ari_Fleischer_0001.jpg
Ariel_Sharon,Ariel_Sharon_0069.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ariel_Sharon/Ariel_Sharon_0069.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ariel_Sharon/Ariel_Sharon_0069.jpg
Art_Hoffmann,Art_Hoffmann_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Art_Hoffmann/Art_Hoffmann_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Art_Hoffmann/Art_Hoffmann_0001.jpg
Art_Howe,Art_Howe_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Art_Howe/Art_Howe_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Art_Howe/Art_Howe_0003.jpg
Asa_Hutchinson,Asa_Hutchinson_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Asa_Hutchinson/Asa_Hutchinson_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Asa_Hutchinson/Asa_Hutchinson_0002.jpg
Ashton_Kutcher,Ashton_Kutcher_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ashton_Kutcher/Ashton_Kutcher_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ashton_Kutcher/Ashton_Kutcher_0002.jpg
Barbara_Brezigar,Barbara_Brezigar_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Barbara_Brezigar/Barbara_Brezigar_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Barbara_Brezigar/Barbara_Brezigar_0002.jpg
Barry_Zito,Barry_Zito_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Barry_Zito/Barry_Zito_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Barry_Zito/Barry_Zito_0002.jpg
Begum_Khaleda_Zia,Begum_Khaleda_Zia_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Begum_Khaleda_Zia/Begum_Khaleda_Zia_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Begum_Khaleda_Zia/Begum_Khaleda_Zia_0002.jpg
Ben_Glisan,Ben_Glisan_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ben_Glisan/Ben_Glisan_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ben_Glisan/Ben_Glisan_0002.jpg
Benjamin_Netanyahu,Benjamin_Netanyahu_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.jpg
Betsy_Smith,Betsy_Smith_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Betsy_Smith/Betsy_Smith_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Betsy_Smith/Betsy_Smith_0002.jpg
Bill_Clinton,Bill_Clinton_0007.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Clinton/Bill_Clinton_0007.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Clinton/Bill_Clinton_0007.jpg
Bill_Graham,Bill_Graham_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Graham/Bill_Graham_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Graham/Bill_Graham_0002.jpg
Bill_McBride,Bill_McBride_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_McBride/Bill_McBride_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bill_McBride/Bill_McBride_0002.jpg
Bill_Simon,Bill_Simon_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bill_Simon/Bill_Simon_0005.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bill_Simon/Bill_Simon_0005.jpg
Billy_Sollie,Billy_Sollie_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Billy_Sollie/Billy_Sollie_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Billy_Sollie/Billy_Sollie_0002.jpg
Bob_Beauprez,Bob_Beauprez_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bob_Beauprez/Bob_Beauprez_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bob_Beauprez/Bob_Beauprez_0001.jpg
Brian_Heidik,Brian_Heidik_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Brian_Heidik/Brian_Heidik_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Brian_Heidik/Brian_Heidik_0002.jpg
Brian_Wells,Brian_Wells_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Brian_Wells/Brian_Wells_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Brian_Wells/Brian_Wells_0002.jpg
Bruce_Springsteen,Bruce_Springsteen_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bruce_Springsteen/Bruce_Springsteen_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bruce_Springsteen/Bruce_Springsteen_0004.jpg
Bud_Selig,Bud_Selig_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Bud_Selig/Bud_Selig_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Bud_Selig/Bud_Selig_0004.jpg
Carlos_Mesa,Carlos_Mesa_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carlos_Mesa/Carlos_Mesa_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carlos_Mesa/Carlos_Mesa_0001.jpg
Carlos_Ortega,Carlos_Ortega_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carlos_Ortega/Carlos_Ortega_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carlos_Ortega/Carlos_Ortega_0003.jpg
Carlos_Quintanilla_Schmidt,Carlos_Quintanilla_Schmidt_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carlos_Quintanilla_Schmidt/Carlos_Quintanilla_Schmidt_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carlos_Quintanilla_Schmidt/Carlos_Quintanilla_Schmidt_0002.jpg
Carmen_Electra,Carmen_Electra_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carmen_Electra/Carmen_Electra_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carmen_Electra/Carmen_Electra_0002.jpg
Carolyn_Dawn_Johnson,Carolyn_Dawn_Johnson_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carolyn_Dawn_Johnson/Carolyn_Dawn_Johnson_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carolyn_Dawn_Johnson/Carolyn_Dawn_Johnson_0001.jpg
Carson_Palmer,Carson_Palmer_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Carson_Palmer/Carson_Palmer_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Carson_Palmer/Carson_Palmer_0004.jpg
Catherine_Deneuve,Catherine_Deneuve_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Catherine_Deneuve/Catherine_Deneuve_0005.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Catherine_Deneuve/Catherine_Deneuve_0005.jpg
Chan_Gailey,Chan_Gailey_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Chan_Gailey/Chan_Gailey_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Chan_Gailey/Chan_Gailey_0001.jpg
Chanda_Rubin,Chanda_Rubin_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Chanda_Rubin/Chanda_Rubin_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Chanda_Rubin/Chanda_Rubin_0004.jpg
Charles_Kartman,Charles_Kartman_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Charles_Kartman/Charles_Kartman_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Charles_Kartman/Charles_Kartman_0002.jpg
Charles_Schumer,Charles_Schumer_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Charles_Schumer/Charles_Schumer_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Charles_Schumer/Charles_Schumer_0002.jpg
Charles_Taylor,Charles_Taylor_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Charles_Taylor/Charles_Taylor_0005.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Charles_Taylor/Charles_Taylor_0005.jpg
Christine_Baumgartner,Christine_Baumgartner_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Christine_Baumgartner/Christine_Baumgartner_0005.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Christine_Baumgartner/Christine_Baumgartner_0005.jpg
Christine_Gregoire,Christine_Gregoire_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Christine_Gregoire/Christine_Gregoire_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Christine_Gregoire/Christine_Gregoire_0003.jpg
Christopher_Patten,Christopher_Patten_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Christopher_Patten/Christopher_Patten_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Christopher_Patten/Christopher_Patten_0002.jpg
Christopher_Walken,Christopher_Walken_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Christopher_Walken/Christopher_Walken_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Christopher_Walken/Christopher_Walken_0004.jpg
Claire_Leger,Claire_Leger_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Claire_Leger/Claire_Leger_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Claire_Leger/Claire_Leger_0001.jpg
Clare_Short,Clare_Short_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Clare_Short/Clare_Short_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Clare_Short/Clare_Short_0001.jpg
Colin_Farrell,Colin_Farrell_0007.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Colin_Farrell/Colin_Farrell_0007.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Colin_Farrell/Colin_Farrell_0007.jpg
Conan_OBrien,Conan_OBrien_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Conan_OBrien/Conan_OBrien_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Conan_OBrien/Conan_OBrien_0002.jpg
Constance_Marie,Constance_Marie_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Constance_Marie/Constance_Marie_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Constance_Marie/Constance_Marie_0002.jpg
Costas_Simitis,Costas_Simitis_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Costas_Simitis/Costas_Simitis_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Costas_Simitis/Costas_Simitis_0003.jpg
Dai_Bachtiar,Dai_Bachtiar_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dai_Bachtiar/Dai_Bachtiar_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dai_Bachtiar/Dai_Bachtiar_0002.jpg
Dan_Wheldon,Dan_Wheldon_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dan_Wheldon/Dan_Wheldon_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dan_Wheldon/Dan_Wheldon_0002.jpg
Daniela_Hantuchova,Daniela_Hantuchova_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Daniela_Hantuchova/Daniela_Hantuchova_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Daniela_Hantuchova/Daniela_Hantuchova_0002.jpg
Darrell_Issa,Darrell_Issa_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Darrell_Issa/Darrell_Issa_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Darrell_Issa/Darrell_Issa_0001.jpg
Dave_Campo,Dave_Campo_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dave_Campo/Dave_Campo_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dave_Campo/Dave_Campo_0002.jpg
David_Nalbandian,David_Nalbandian_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/David_Nalbandian/David_Nalbandian_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/David_Nalbandian/David_Nalbandian_0004.jpg
David_Stern,David_Stern_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/David_Stern/David_Stern_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/David_Stern/David_Stern_0004.jpg
David_Trimble,David_Trimble_0005.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/David_Trimble/David_Trimble_0005.jpg,/home/guilherme/projects/parai/app/data/images/lfw/David_Trimble/David_Trimble_0005.jpg
David_Wolf,David_Wolf_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/David_Wolf/David_Wolf_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/David_Wolf/David_Wolf_0001.jpg
Debbie_Reynolds,Debbie_Reynolds_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Debbie_Reynolds/Debbie_Reynolds_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Debbie_Reynolds/Debbie_Reynolds_0004.jpg
Demetrius_Ferraciu,Demetrius_Ferraciu_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Demetrius_Ferraciu/Demetrius_Ferraciu_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Demetrius_Ferraciu/Demetrius_Ferraciu_0001.jpg
Dennis_Erickson,Dennis_Erickson_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dennis_Erickson/Dennis_Erickson_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dennis_Erickson/Dennis_Erickson_0002.jpg
Derek_Lowe,Derek_Lowe_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Derek_Lowe/Derek_Lowe_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Derek_Lowe/Derek_Lowe_0001.jpg
Dolly_Parton,Dolly_Parton_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Dolly_Parton/Dolly_Parton_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Dolly_Parton/Dolly_Parton_0001.jpg
Donald_Pettit,Donald_Pettit_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Donald_Pettit/Donald_Pettit_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Donald_Pettit/Donald_Pettit_0002.jpg
Doris_Roberts,Doris_Roberts_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Doris_Roberts/Doris_Roberts_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Doris_Roberts/Doris_Roberts_0003.jpg
Doug_Melvin,Doug_Melvin_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Doug_Melvin/Doug_Melvin_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Doug_Melvin/Doug_Melvin_0001.jpg
Eddie_Sutton,Eddie_Sutton_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Eddie_Sutton/Eddie_Sutton_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Eddie_Sutton/Eddie_Sutton_0001.jpg
Eddy_Merckx,Eddy_Merckx_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Eddy_Merckx/Eddy_Merckx_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Eddy_Merckx/Eddy_Merckx_0001.jpg
Eileen_Coparropa,Eileen_Coparropa_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Eileen_Coparropa/Eileen_Coparropa_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Eileen_Coparropa/Eileen_Coparropa_0003.jpg
Elena_Bovina,Elena_Bovina_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Elena_Bovina/Elena_Bovina_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Elena_Bovina/Elena_Bovina_0003.jpg
Elijah_Wood,Elijah_Wood_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Elijah_Wood/Elijah_Wood_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Elijah_Wood/Elijah_Wood_0002.jpg
Elinor_Caplan,Elinor_Caplan_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Elinor_Caplan/Elinor_Caplan_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Elinor_Caplan/Elinor_Caplan_0001.jpg
Elizabeth_Taylor,Elizabeth_Taylor_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Elizabeth_Taylor/Elizabeth_Taylor_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Elizabeth_Taylor/Elizabeth_Taylor_0001.jpg
Eric_Hinske,Eric_Hinske_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Eric_Hinske/Eric_Hinske_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Eric_Hinske/Eric_Hinske_0002.jpg
Erik_Morales,Erik_Morales_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Erik_Morales/Erik_Morales_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Erik_Morales/Erik_Morales_0002.jpg
Erin_Runnion,Erin_Runnion_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Erin_Runnion/Erin_Runnion_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Erin_Runnion/Erin_Runnion_0001.jpg
Ernie_Fletcher,Ernie_Fletcher_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Ernie_Fletcher/Ernie_Fletcher_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Ernie_Fletcher/Ernie_Fletcher_0002.jpg
Farouk_al-Sharaa,Farouk_al-Sharaa_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Farouk_al-Sharaa/Farouk_al-Sharaa_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Farouk_al-Sharaa/Farouk_al-Sharaa_0003.jpg
Federico_Trillo,Federico_Trillo_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Federico_Trillo/Federico_Trillo_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Federico_Trillo/Federico_Trillo_0002.jpg
Fidel_Castro,Fidel_Castro_0004.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Fidel_Castro/Fidel_Castro_0004.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Fidel_Castro/Fidel_Castro_0004.jpg
Francis_George,Francis_George_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Francis_George/Francis_George_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Francis_George/Francis_George_0002.jpg
Francis_Mer,Francis_Mer_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Francis_Mer/Francis_Mer_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Francis_Mer/Francis_Mer_0002.jpg
Frank_Lautenberg,Frank_Lautenberg_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Frank_Lautenberg/Frank_Lautenberg_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Frank_Lautenberg/Frank_Lautenberg_0001.jpg
Franko_Simatovic,Franko_Simatovic_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Franko_Simatovic/Franko_Simatovic_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Franko_Simatovic/Franko_Simatovic_0001.jpg
Franz_Muentefering,Franz_Muentefering_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Franz_Muentefering/Franz_Muentefering_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Franz_Muentefering/Franz_Muentefering_0002.jpg
Fred_Thompson,Fred_Thompson_0003.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Fred_Thompson/Fred_Thompson_0003.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Fred_Thompson/Fred_Thompson_0003.jpg
Freddy_Garcia,Freddy_Garcia_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Freddy_Garcia/Freddy_Garcia_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Freddy_Garcia/Freddy_Garcia_0002.jpg
GL_Peiris,GL_Peiris_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/GL_Peiris/GL_Peiris_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/GL_Peiris/GL_Peiris_0002.jpg
Gao_Qiang,Gao_Qiang_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Gao_Qiang/Gao_Qiang_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Gao_Qiang/Gao_Qiang_0002.jpg
George_Brumley,George_Brumley_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/George_Brumley/George_Brumley_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/George_Brumley/George_Brumley_0002.jpg
George_Papandreou,George_Papandreou_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/George_Papandreou/George_Papandreou_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/George_Papandreou/George_Papandreou_0001.jpg
George_Roy_Hill,George_Roy_Hill_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/George_Roy_Hill/George_Roy_Hill_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/George_Roy_Hill/George_Roy_Hill_0001.jpg
George_Ryan,George_Ryan_0001.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/George_Ryan/George_Ryan_0001.jpg,/home/guilherme/projects/parai/app/data/images/lfw/George_Ryan/George_Ryan_0001.jpg
George_W_Bush,George_W_Bush_0202.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/George_W_Bush/George_W_Bush_0202.jpg,/home/guilherme/projects/parai/app/data/images/lfw/George_W_Bush/George_W_Bush_0202.jpg
Gerry_Parsky,Gerry_Parsky_0002.jpg,gs://original-datasets-pesquisa/face/LFW/lfw/lfw/Gerry_Parsky/Gerry_Parsky_0002.jpg,/home/guilherme/projects/parai/app/data/images/lfw/Gerry_Parsky/Gerry_Parsky_0002.jpg
